elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
32.8,24.5,68,34,21,20,3,0,0,0,0,0
22.7,23.5,34,52,14,19,3,0,0,0,0,0
1438,8.4,140,31,21,3,3,0,1,0,0,1
35.1,24.3,91,63,15,24.5,3,0,1,0,0,0
20,16.6,74,51,18,14.7,3,0,0,0,0,0
18.4,8.4,55,40,28,23.3,3,0,0,0,0,0
25.6,17.6,78,36,29,11.1,3,0,0,0,0,0
1675,37.7,1,24,48,6,2,1,1,1,1,1
2443,17.5,117,34,31,3,3,0,1,0,1,0
22.5,27.6,30,15,82,48,2,1,1,1,0,1
20.5,14.3,92,75,12,5.4,3,0,0,0,1,0
28.2,30.6,37,18,80,8.1,2,1,0,0,0,0
48.4,34.2,80,29,96,33.8,2,1,1,0,0,1
1539,28.9,452,20,59,3,2,1,1,1,1,1
11.6,34.8,63,32,73,21.1,2,1,0,1,0,0
837,36.8,541,27,82,6,2,1,0,0,1,0
21.6,38.5,33,19,89,20.8,2,1,1,0,0,1
2156,23.8,89,46,26,6,3,0,1,0,0,0
35.9,36.1,59,32,92,36.5,2,1,1,1,0,1
26.5,10.1,54,65,3,13.5,3,0,0,0,0,0
22.2,32.8,33,16,49,20,2,1,1,0,0,1
2496,21.6,4,41,25,5,3,0,1,0,0,0
37.4,3.3,75,54,33,8,3,0,0,1,0,0
41.7,24.9,64,73,6,33.7,3,0,0,0,1,0
2278,32,214,33,50,4,2,1,1,1,1,1
31.5,9.7,89,60,16,31.4,3,0,1,1,0,0
20.3,25.8,30,21,65,16.7,2,1,0,0,0,0
33.8,26.5,95,32,63,16.7,2,1,0,1,0,0
39.5,34.9,67,13,52,22.8,2,1,1,1,1,1
1009,34.7,152,14,69,6,2,1,0,1,1,1
2334,36.8,23,7,40,1,2,1,1,1,1,1
25.5,17.2,95,80,4,14.8,3,0,1,1,0,0
31.5,33.9,62,30,74,7.3,2,1,1,0,0,1
506,20.5,88,73,5,2,3,0,1,1,0,0
50,26.6,87,33,55,33.3,2,1,1,1,1,1
1176,31.5,1249,3,83,3,2,1,1,0,0,1
1030,11,404,78,34,4,3,0,0,0,1,0
1726,29.6,143,18,86,6,2,1,1,1,0,1
48.3,34.3,75,27,80,15.8,2,1,1,1,0,1
16.6,37.5,30,33,72,28.8,2,1,1,0,1,1
710,6.2,675,55,33,5,3,0,1,1,0,0
913,4.3,75,57,21,3,3,0,0,0,0,0
1995,24.2,41,31,5,6,3,0,0,0,0,0
24.3,6.8,81,76,13,23.3,3,0,0,0,0,0
29.4,19.3,65,74,27,80,3,0,0,0,0,0
2335,25.9,267,10,74,1,2,1,0,0,1,0
24.3,19,49,65,36,15,3,0,0,0,0,0
33.2,27,85,0,67,42,2,1,1,1,0,1
1480,37.5,368,34,47,6,2,1,0,1,1,0
1452,30.9,105,32,65,5,2,1,1,1,1,1
12.9,30.2,30,23,82,8.2,2,1,0,0,0,0
23.6,27,40,5,85,36.4,2,1,0,1,0,0
33.1,29.7,84,34,73,26.3,2,1,1,1,0,1
29.3,24.3,94,71,20,7.5,3,0,0,0,0,0
32.9,35.2,94,7,94,72,2,1,1,1,0,1
20,8.1,61,73,11,7.8,3,0,0,0,0,0
39.1,2.1,81,53,36,9.3,3,0,0,0,0,0
44.5,26.4,40,29,86,36.7,2,1,1,1,1,1
24.9,32,50,18,87,7,2,1,0,0,0,0
2272,14.8,815,76,17,4,3,0,0,0,0,0
35.4,26.6,40,6,49,27.6,2,1,1,0,0,1
24.3,39.4,67,27,87,33.1,2,1,0,0,0,0
2100,29.7,271,11,51,5,2,1,1,0,0,1
1373,14,268,59,10,5,3,0,0,0,0,0
1632,30.4,26,12,94,4,2,1,1,1,1,1
32,38.3,95,8,45,35.5,2,1,0,1,0,0
36.8,27.3,81,20,85,21.7,2,1,0,0,0,0
41.5,31.9,30,40,73,16.1,2,1,1,1,0,1
46.1,36.1,72,21,82,37.9,2,1,0,1,0,0
46.8,38.1,40,29,59,12.3,2,1,1,0,0,1
2413,27.1,9,35,79,5,2,1,1,0,0,1
29,32.5,73,8,85,8,2,1,1,0,0,1
25.5,37.7,74,37,80,21.8,2,1,1,0,0,1
46.2,22.2,64,35,1,29.6,3,0,0,0,0,0
15.7,29.1,52,36,52,11.8,2,1,1,0,0,1
29,37.9,40,17,70,15.9,2,1,1,0,0,1
35.1,22.1,73,56,23,15.4,3,0,0,0,0,0
23.6,4.1,89,75,15,11.8,3,0,0,1,0,0
946,11.2,170,60,17,6,3,0,1,1,0,1
34.1,34.3,40,6,67,30.7,2,1,1,1,0,1
20,23.5,60,45,1,8.4,3,0,0,0,0,0
40,12.4,67,53,15,5,3,0,0,0,0,0
28.8,34.7,30,24,52,17.3,2,1,1,1,1,1
25.4,18.7,73,37,13,21.4,3,0,0,1,0,0
21,17.6,30,72,29,9.9,3,0,0,0,0,0
27.8,34,76,31,78,13,2,1,1,1,0,1
43,31.6,67,39,80,6.3,2,1,0,0,0,0
23.9,34.4,30,12,75,24.2,2,1,0,0,1,0
2163,3.3,114,39,9,1,3,0,0,0,0,0
32.8,29,40,39,60,10.9,2,1,1,1,0,1
2463,33.6,431,15,52,1,2,1,1,1,1,1
26.3,35.6,95,5,75,8,2,1,1,1,0,1
1608,14.1,988,59,16,2,3,0,1,0,0,0
26.3,16.5,30,63,20,14.8,3,0,0,0,1,0
39.3,28.7,30,31,88,17,2,1,0,1,0,0
1124,21.8,299,67,13,3,3,0,1,1,0,0
44.3,32.5,72,24,78,8.5,2,1,0,1,0,0
25.4,3.1,30,52,38,10.5,3,0,0,1,1,0
43,1.8,30,80,14,22.8,3,0,0,0,0,0
30.8,28.4,47,36,56,12.4,2,1,1,1,0,1
39.7,36.9,43,18,60,23.6,2,1,1,0,0,1
27.4,21.4,36,48,9,6.7,3,0,0,0,0,0
21.4,29,40,2,52,38.5,2,1,0,0,0,0
28.2,29,75,27,55,22,2,1,0,1,0,0
33.2,2.8,62,66,37,8.5,3,0,0,1,0,0
10,26.4,80,26,78,32,2,1,1,1,1,1
31.2,36,30,34,80,27.9,2,1,1,1,0,1
31.3,12.2,40,42,24,16.7,3,0,0,0,1,0
23.4,0.9,81,52,11,41.1,3,0,0,0,0,0
1771,20.5,152,73,31,4,3,0,0,0,0,0
651,24.7,108,49,33,6,3,0,1,1,0,0
30.7,28.5,53,24,85,8.1,2,1,1,0,0,1
37.6,30.9,82,21,89,22.2,2,1,1,0,0,1
1044,29,251,39,95,4,2,1,1,1,1,1
43.6,6.6,59,74,35,24.2,3,0,1,0,0,0
44.4,28.9,36,17,49,48.6,2,1,1,1,0,1
36.7,38.9,83,16,49,18.2,2,1,1,1,1,1
20.6,10.6,55,36,28,44,3,0,0,0,0,0
965,4.2,411,45,34,5,3,0,0,0,0,1
20,16.7,73,50,22,10.2,3,0,0,0,0,0
1504,64.3,300,70,19,5,3,0,0,0,1,0
2489,27.7,882,27,98,3,2,1,1,0,0,1
20.7,36.8,30,11,85,7.9,2,1,0,0,0,0
2317,25.6,263,28,71,1,2,1,1,1,1,1
854,72.9,214,52,38,3,3,0,0,0,0,0
30.8,36.3,76,13,52,56,2,1,1,0,0,1
18.6,89.7,80,74,29,32.6,3,0,0,0,0,0
2313,70,43,69,20,5,3,0,0,0,1,0
566,85.3,761,61,3,3,3,0,0,0,0,0
35,52.1,30,73,33,7.8,3,0,0,1,0,0
23.8,31,37,34,95,20,2,1,1,0,0,1
23.3,26.7,30,18,85,9.6,2,1,0,0,0,0
941,68,200,76,29,4,3,0,0,0,1,0
49.5,30.8,61,37,88,27.7,2,1,0,1,0,0
36.7,37.6,51,25,57,68,2,1,1,0,0,1
19.1,52.4,30,60,20,18.8,3,0,1,0,0,0
34.4,29.1,80,14,87,11,2,1,0,1,0,0
20.7,56,30,57,14,20,3,0,0,0,0,0
1027,75.1,282,57,15,1,3,0,1,0,1,0
33,35.9,40,18,54,21.6,2,1,1,0,0,1
42.4,25.2,30,37,62,49.5,2,1,1,1,0,1
48.6,38.9,95,4,73,30.3,2,1,1,0,0,1
23.2,37,40,27,70,36.9,2,1,1,1,0,1
1601,59.5,64,30,12,5,3,0,1,1,1,0
29.9,61.2,50,55,35,22.2,3,0,0,1,0,0
1689,34.6,124,40,74,3,2,1,1,1,1,1
1472,37.5,130,6,56,6,2,1,0,1,0,0
852,29.6,103,3,53,4,2,1,1,1,1,1
33.9,50.7,45,73,13,40,3,0,0,0,0,0
21.1,86.9,30,35,35,18.9,3,0,0,1,0,0
1174,36.5,32,0,43,2,2,1,1,0,1,1
37.8,50.6,77,51,22,19.4,3,0,0,1,0,0
33.1,32.8,42,9,71,10,2,1,1,1,0,1
14.5,38.7,46,8,57,14.3,2,1,1,1,0,1
23.9,31.9,30,12,72,7.2,2,1,1,1,0,1
823,81.8,508,30,15,2,3,0,0,0,0,0
2128,28,374,24,67,1,2,1,1,1,1,1
33.8,32.1,91,13,71,41.4,2,1,0,1,0,0
34.8,89.1,59,55,2,40,3,0,1,1,0,0
43.6,36.7,40,12,77,11.6,2,1,1,1,0,1
1297,69.6,140,38,36,6,3,0,1,1,1,0
40.5,27,95,3,99,36.7,2,1,1,1,0,1
28.8,65.3,92,52,21,15.2,3,0,0,0,0,0
49.7,83.5,84,57,19,36.6,3,0,0,0,0,0
39.7,70.4,39,58,1,10.4,3,0,0,0,0,0
1793,88.8,173,70,22,6,3,0,1,1,1,0
19.6,27.8,57,16,84,13,2,1,1,0,1,1
29.2,87.9,75,74,2,17,3,0,0,1,0,0
10,30.1,30,0,46,19,2,1,1,1,1,1
32.4,74.6,71,68,17,13.3,3,0,1,1,0,0
35.1,38.2,82,38,42,34.8,2,1,1,0,0,1
1124,66.7,287,68,15,6,3,0,0,0,1,0
1893,38.5,185,31,49,6,2,1,0,1,0,0
23.4,37.5,52,19,98,31.7,2,1,1,0,1,1
38.9,27.5,95,18,84,44,2,1,0,0,0,0
36.8,34.7,69,4,97,16.7,2,1,0,0,0,0
2410,88.2,208,58,17,1,3,0,1,0,1,0
25.8,29.2,54,17,41,15.6,2,1,1,0,0,1
30.3,38.7,54,7,83,20.5,2,1,0,1,0,0
33,27.2,40,9,90,28.6,2,1,1,0,0,1
38,29.4,30,9,85,20.4,2,1,1,1,0,1
34.3,39.9,43,3,43,6.9,2,1,1,1,0,1
1792,47.2,251,72,9,4,3,0,0,0,0,0
24.2,30.1,30,24,91,17.8,2,1,1,0,1,1
2403,59.8,269,30,15,1,3,0,1,0,0,0
41.3,38.3,73,19,77,28.6,2,1,1,1,0,1
30.2,35.4,70,25,91,24.3,2,1,1,0,0,1
617,31.2,7,11,83,1,2,1,1,1,1,1
957,29.2,280,11,60,4,2,1,1,1,1,1
29.6,83.6,72,75,23,7.5,3,0,0,1,0,0
39.8,34.1,40,15,95,31.8,2,1,1,1,1,1
27.6,53.8,82,40,12,7.7,3,0,0,0,0,0
591,84.9,240,63,13,6,3,0,1,0,0,0
2321,35.7,236,21,67,6,2,1,1,1,0,1
2194,64.3,172,65,22,5,3,0,1,0,0,0
25.8,37.6,94,29,74,22.7,2,1,0,0,0,0
20.2,36.8,40,7,81,52,2,1,1,1,0,1
41.6,31.3,77,5,73,28.3,2,1,0,1,0,0
21.7,39.2,34,29,69,28,2,1,1,1,1,1
32.5,29.6,88,29,49,30.8,2,1,0,0,0,0
2086,39.2,157,5,94,3,2,1,0,0,1,0
303,81.6,61,42,12,5,3,0,1,0,1,0
31.4,45.6,87,42,11,38.8,3,0,0,1,0,0
35.5,26.2,93,20,76,15.3,2,1,1,1,0,1
31.8,26.8,50,19,52,30,2,1,0,0,1,0
17.5,88,47,58,31,23.6,3,0,0,0,0,0
39.2,74.2,77,65,20,60,3,0,0,0,0,0
33.2,30.4,76,39,66,40,2,1,0,0,0,0
47.2,35.7,41,18,79,11.6,2,1,1,0,0,1
11.6,38.9,41,29,49,11.6,2,1,0,0,1,0
18.9,29.6,34,37,86,25.8,2,1,0,0,0,0
47.4,81.3,64,77,38,16.7,3,0,0,0,0,0
944,50,209,37,25,1,3,0,1,0,0,1
34.4,26.7,40,22,57,33.3,2,1,1,0,0,1
46.3,78.4,61,36,37,36.4,3,0,0,0,0,0
36.6,88.4,80,33,26,30,3,0,0,0,0,0
26,38.5,61,22,65,36.8,2,1,1,0,0,1
2326,26.3,200,38,80,1,2,1,1,1,0,1
2462,45.7,389,66,2,6,3,0,0,0,1,0
18.3,79,30,57,38,20,3,0,0,0,0,0
24.9,63.8,47,75,19,5.8,3,0,1,1,0,0
411,78.7,275,75,9,2,3,0,0,0,0,1
39.2,37.7,77,4,54,19,2,1,1,1,0,1
32,26.2,40,34,41,28.4,2,1,0,0,0,0
25.7,36.2,40,17,43,30,2,1,1,1,0,1
36.4,29.5,43,12,56,6.6,2,1,0,0,0,0
24.5,65.2,83,55,23,19.2,3,0,1,0,0,0
15.2,29.9,40,10,92,22,2,1,0,0,0,0
26.4,37.6,30,5,62,9.3,2,1,0,0,0,0
1926,66.7,248,52,13,2,3,0,1,1,1,1
33.6,80.9,40,79,40,13.7,3,0,0,1,1,0
767,86,10,45,27,4,3,0,1,0,0,0
32.6,33.2,62,6,73,26.3,2,1,1,1,0,1
34.1,83.5,30,40,21,9.3,3,0,1,1,0,0
23.8,37,33,16,100,12.6,2,1,1,1,0,1
28.8,39.5,77,7,69,31.7,2,1,1,1,0,1
2478,63.6,493,55,29,4,3,0,1,0,0,0
37.4,34.6,87,9,95,15.4,2,1,1,1,0,1
1424,28.6,140,3,68,2,2,1,1,1,0,1
35.6,88.2,76,57,37,52,3,0,0,0,0,0
38.5,66,95,79,23,20,3,0,1,0,0,0
19.8,35.1,56,9,71,37.6,2,1,1,1,1,1
26.2,51.2,79,77,20,30.4,3,0,0,1,0,0
39.2,71.5,86,34,20,38.8,3,0,0,0,0,0
1524,79.2,330,36,14,5,3,0,1,0,1,0
35.8,35.4,95,25,96,19.3,2,1,1,0,0,1
50,66.4,95,48,36,7.5,3,0,0,0,0,0
39.4,32,30,9,93,18.9,2,1,0,0,0,0
318,52.1,1256,68,13,2,3,0,1,1,0,1
1844,25.2,564,14,45,3,2,1,0,1,1,1
917,57.9,314,57,10,1,3,0,1,0,0,0
833,28.8,250,10,81,4,2,1,0,1,0,0
875,56.4,179,32,18,1,3,0,1,1,0,1
37.8,32.4,94,32,93,5.4,2,1,1,0,0,1
35.4,69.3,75,43,36,6,3,0,0,0,0,0
20.2,71.5,90,41,24,9.1,3,0,1,1,0,0
1149,27.5,226,23,73,5,2,1,0,1,1,0
46.2,84.9,84,44,22,19.1,3,0,0,1,0,0
45.8,28.3,74,40,72,24.8,2,1,1,0,0,1
806,61.9,341,38,20,4,3,0,0,0,0,0
43.7,55.7,85,39,27,15.9,3,0,0,1,0,0
1636,26.2,279,5,90,3,2,1,1,1,1,1
34.9,89.1,94,31,33,16,3,0,0,0,0,0
29.4,33.1,95,36,75,17.5,2,1,1,1,0,1
41.9,55.5,67,70,28,9.3,3,0,0,0,0,0
45,51.1,74,39,37,17.4,3,0,0,0,0,0
41.5,25.2,89,37,92,20.7,2,1,1,0,0,1
21.8,55.5,30,50,20,36.7,3,0,1,1,0,0
1943,62.4,136,76,28,4,3,0,0,0,1,0
36.3,36.1,77,10,93,7.4,2,1,1,1,0,1
1539,66.5,318,68,21,2,3,0,1,0,0,0
20,52.9,95,64,1,36.4,3,0,0,0,0,0
28.4,62.7,73,37,29,19,3,0,1,1,0,0
23.5,28.9,80,31,93,15.7,2,1,1,0,0,1
2468,59.2,99,34,26,2,3,0,0,0,0,0
28.4,38.3,40,5,81,12.2,2,1,0,0,0,0
31.5,28.6,82,27,52,24.5,2,1,1,0,0,1
21.9,49.8,30,35,30,29.2,3,0,0,0,0,0
16.7,81.9,30,63,39,31.6,3,0,0,1,0,0
15.9,26.7,30,33,60,25.2,2,1,1,0,1,1
28.6,77.8,69,40,3,53.3,3,0,0,1,0,0
40.2,28.6,76,10,63,25,2,1,0,0,0,0
35.7,31.8,56,22,54,36.4,2,1,1,0,0,1
1591,36.2,97,16,84,6,2,1,1,0,0,1
857,75.7,40,79,12,1,3,0,1,1,1,0
999,57.6,86,63,20,4,3,0,0,0,1,0
2152,60.5,8,58,13,1,3,0,0,0,0,0
35.1,33.3,40,37,60,12.6,2,1,1,0,0,1
13.1,31.3,75,6,93,30,2,1,1,1,0,1
1578,82.4,149,49,39,4,3,0,1,0,0,0
44.5,27.9,74,27,78,28.8,2,1,0,0,0,0
28.9,37.5,40,37,53,16.7,2,1,1,1,0,1
37.6,60.2,95,44,13,30,3,0,1,1,0,0
31.8,69.9,54,51,23,9.3,3,0,0,1,0,0
948,59.9,147,68,37,6,3,0,1,0,0,0
23.6,32.4,30,30,86,12.3,2,1,0,0,0,0
17.2,27.4,50,37,77,20,2,1,0,0,0,0
36.1,75.5,84,63,27,8.3,3,0,0,0,1,0
906,76,492,44,27,4,3,0,0,0,0,0
10,29.7,30,15,56,10.5,2,1,0,0,0,0
41.9,31.2,49,15,75,17.1,2,1,1,1,0,1
11.9,29.1,30,3,48,7.7,2,1,1,1,0,1
50,33.6,40,12,48,26.7,2,1,1,1,0,1
34.8,79.3,60,55,24,38.5,3,0,0,1,0,0
2065,64.2,386,39,5,3,3,0,1,1,1,0
1555,52.3,512,45,37,4,3,0,0,0,0,0
1165,25.1,460,26,82,4,2,1,1,1,1,1
1898,77.7,199,65,3,2,3,0,0,0,0,0
1731,29.5,7,19,72,6,2,1,1,1,0,1
1888,60.9,203,33,9,1,3,0,1,1,1,0
25.4,31.8,40,11,95,8.8,2,1,1,1,1,1
659,87.7,87,36,38,6,3,0,1,1,1,0
34.7,58.5,64,67,1,11.8,3,0,1,1,0,0
894,29,393,21,84,5,2,1,1,0,1,1
37.4,30.8,54,3,44,17.4,2,1,1,0,0,1
625,48,1019,35,9,5,3,0,0,0,0,1
33.5,29.9,71,1,84,22.6,2,1,0,0,0,0
718,56.3,239,46,15,5,3,0,1,1,1,0
29,69.1,43,43,20,7.2,3,0,0,0,0,0
25.4,39.4,51,18,56,26.5,2,1,0,0,0,0
465,77.2,876,61,13,4,3,0,0,0,0,0
37.7,54.8,74,32,24,55.4,3,0,0,0,0,0
19.1,62.5,63,31,36,18.8,3,0,1,0,0,0
44.7,30.2,77,25,97,11.6,2,1,1,0,0,1
14.5,26,54,3,72,6.5,2,1,0,1,1,0
35.2,48.7,57,40,31,18.4,3,0,1,1,1,0
31.3,79.4,42,75,6,13,3,0,0,0,0,0
18.1,65,63,35,20,14.1,3,0,0,0,1,0
1441,26.9,576,3,45,5,2,1,1,1,1,1
38.7,26.1,58,9,72,16.2,2,1,1,1,0,1
41.6,34.7,34,26,66,6.7,2,1,1,0,0,1
2417,38.3,40,6,78,5,2,1,1,1,0,1
1471,36.4,94,4,55,1,2,1,0,0,0,0
41.5,35.5,30,5,75,22.1,2,1,1,0,0,1
38.9,64.1,82,42,22,17.4,3,0,1,0,0,0
49.6,36.4,40,19,85,35.7,2,1,1,0,0,1
33.3,30.1,92,18,48,46,2,1,1,1,0,1
1690,65.1,22,44,0,1,3,0,1,1,0,0
553,73.5,428,76,25,4,3,0,0,0,0,0
31.5,77.2,30,64,18,9.3,3,0,0,0,0,0
30.2,38,40,3,100,21,2,1,1,1,0,1
16.3,78.8,61,61,39,26,3,0,0,0,0,0
27.5,86.4,88,66,18,36,3,0,0,1,0,0
22,28.4,30,15,49,12.3,2,1,1,1,0,1
33.5,81.9,84,77,6,20.6,3,0,0,0,0,0
446,32.8,1500,9,88,4,2,1,0,1,1,0
35.2,84.8,81,71,27,45,3,0,1,1,0,0
362,31.8,110,28,71,2,2,1,0,1,0,0
303,66.6,188,60,9,6,3,0,0,0,0,0
759,84.4,184,33,24,2,3,0,0,0,0,0
1270,28.5,347,9,57,3,2,1,1,1,1,1
46.9,60.5,71,66,29,25,3,0,0,0,0,0
24.3,56.4,53,30,24,15.3,3,0,0,0,1,0
35.4,28.7,62,17,82,16.2,2,1,1,0,0,1
31.6,31,88,20,45,35,2,1,1,1,0,1
43.2,37.4,95,1,89,16.2,2,1,1,0,0,1
23.6,76.2,36,50,2,18.8,3,0,0,0,0,0
38.8,48,51,72,37,25.8,3,0,1,1,0,0
2261,61.1,444,30,29,4,3,0,0,0,0,0
867,25.5,23,37,44,2,2,1,1,1,0,1
33.3,31.5,46,22,56,21.7,2,1,1,0,0,1
37.7,38,73,3,62,10.5,2,1,1,1,0,1
2003,26.2,77,20,95,6,2,1,0,1,1,0
752,27.8,161,38,47,2,2,1,1,1,0,1
30.9,35.5,52,40,83,12.4,2,1,1,1,0,1
37.5,26,44,17,97,21.7,2,1,1,0,0,1
24.2,51.2,50,59,9,21.8,3,0,0,0,0,0
48.5,32,53,32,89,25.2,2,1,1,1,0,1
34.9,32.4,68,15,72,30.9,2,1,0,0,0,0
1606,70.4,49,36,30,4,3,0,1,1,1,0
36.5,38.2,46,35,92,32.9,2,1,0,1,1,0
28.2,28.1,40,36,54,26.2,2,1,0,1,0,0
28,61.1,93,52,18,11.8,3,0,0,0,0,0
44.7,34.4,41,20,76,28.9,2,1,1,0,0,1
1158,35.4,220,1,97,5,2,1,1,1,1,1
46.4,39.9,65,20,75,21.7,2,1,1,1,0,1
21.3,80.5,67,76,2,31.4,3,0,0,1,0,0
43.8,86.9,70,51,37,17.4,3,0,1,1,0,0
34.9,30.2,50,30,99,16.2,2,1,1,1,0,1
589,30.5,191,16,75,1,2,1,1,1,0,1
16.4,67.9,80,44,16,9.6,3,0,0,0,0,0
39.1,35.7,65,11,47,14.6,2,1,1,1,0,1
37,81.7,30,48,11,28.8,3,0,0,0,0,0
878,39.8,678,31,55,1,2,1,0,0,0,0
15.6,77.1,54,70,12,22.2,3,0,1,0,0,0
30.3,34.2,37,16,76,12.9,2,1,1,0,0,1
350,77.6,233,68,26,4,3,0,0,0,0,1
33,80.7,87,38,35,14.8,3,0,1,0,1,0
29.8,72.2,40,71,16,11.1,3,0,0,0,0,0
1184,48.7,70,33,40,3,3,0,0,0,1,1
744,77.1,485,58,37,1,3,0,1,1,1,1
941,34.6,72,16,87,6,2,1,1,1,1,1
24.8,36.3,40,8,85,40,2,1,0,0,0,0
32.8,57.5,50,43,29,11.4,3,0,0,0,0,0
987,85.8,378,72,18,5,3,0,1,0,0,0
42,25.6,43,21,55,20.5,2,1,1,1,1,1
34.8,37.3,92,21,52,30,2,1,0,0,0,0
43.1,89.8,62,55,17,16,3,0,1,1,0,0
38.8,51.3,57,39,38,12.8,3,0,0,1,0,0
33.8,25.6,95,9,50,5.6,2,1,0,1,1,0
1136,56.2,12,41,8,3,3,0,0,0,0,0
10.4,28.7,67,14,70,24,2,1,0,0,1,0
732,74.3,534,59,34,2,3,0,0,0,1,0
20,33.8,95,26,69,14.5,2,1,0,0,0,0
14.6,28.4,30,19,92,11.2,2,1,1,0,1,1
1009,26.2,1147,14,76,5,2,1,0,1,1,0
2433,61.1,85,42,23,5,3,0,1,1,0,0
23.5,64.1,95,76,19,20,3,0,0,0,0,0
28.8,34.2,30,1,72,45.5,2,1,1,0,0,1
31.3,55.3,40,33,5,21,3,0,0,1,0,0
49.9,46.8,38,32,35,9.7,3,0,0,1,0,0
13.4,68.8,48,64,20,8.9,3,0,0,1,0,0
17.9,56.5,55,77,19,12.5,3,0,0,0,0,0
1113,53.8,84,57,10,6,3,0,0,0,1,0
16.9,28.5,30,21,45,18.4,2,1,0,0,0,0
31.5,28.9,95,14,95,16.9,2,1,1,1,0,1
40.4,29.4,80,31,79,68,2,1,0,0,1,0
24,30.4,80,10,54,17.8,2,1,1,1,0,1
992,73.3,104,65,15,6,3,0,1,1,1,1
37.3,37.6,70,32,62,48,2,1,0,0,0,0
29.6,80,65,33,9,18.2,3,0,0,0,0,0
424,72.3,48,56,37,5,3,0,1,1,1,0
410,71.3,101,60,10,4,3,0,1,1,1,0
1149,71.3,10,65,4,6,3,0,0,0,0,0
15.6,30.8,36,0,54,28.6,2,1,0,0,0,0
26.5,35.5,40,38,57,13.1,2,1,1,1,0,1
1846,29.4,544,10,99,1,2,1,1,1,0,1
29.8,31.9,64,1,81,30,2,1,1,1,0,1
567,60.2,640,52,13,1,3,0,0,0,0,0
24,32.8,35,21,50,40,2,1,0,0,0,0
1660,62.7,227,49,20,4,3,0,1,0,0,0
41.5,34.4,40,26,78,14.3,2,1,0,0,0,0
26,85,30,64,14,42,3,0,1,1,0,0
26.2,89.6,46,48,32,51.2,3,0,0,1,0,0
1511,37.1,206,27,50,4,2,1,0,0,0,0
1789,87.7,743,69,12,3,3,0,0,0,0,0
822,84.3,474,36,4,4,3,0,0,0,0,0
43.8,26.9,55,36,58,51.3,2,1,0,0,0,0
31.9,30.4,42,9,84,9.8,2,1,1,1,0,1
1050,67.3,45,47,24,3,3,0,1,0,1,0
41.4,37.4,61,28,97,31.2,2,1,1,0,0,1
41,71.6,64,54,22,30.5,3,0,0,0,0,0
49,34,60,15,96,23.2,2,1,0,0,0,0
28.1,82.8,84,38,22,8.6,3,0,0,0,0,0
26,35.6,39,4,87,15.9,2,1,0,0,0,0
24.3,48.4,30,70,29,11.4,3,0,0,0,1,0
25.9,58.7,61,44,25,17.2,3,0,0,1,0,0
1494,34.9,50,35,52,3,2,1,1,1,1,1
19.3,27.9,34,5,44,13.7,2,1,1,0,1,1
34.7,28.9,77,27,73,14.7,2,1,1,0,0,1
1222,27.9,104,7,81,1,2,1,1,1,1,1
26.3,53.8,71,67,18,25.5,3,0,0,1,1,0
32.4,26.1,95,17,97,39,2,1,0,0,0,0
661,63.7,139,76,21,3,3,0,1,1,1,0
1157,31.5,19,7,77,4,2,1,1,1,1,1
43.4,34.1,40,27,100,41.1,2,1,1,1,0,1
36.2,37.4,93,10,67,17.4,2,1,0,1,0,0
23,38.2,39,38,67,10.3,2,1,1,0,0,1
2224,29.2,230,24,41,5,2,1,0,1,1,0
44.5,25.2,95,10,78,19.6,2,1,1,1,0,1
19.1,46.1,66,70,6,14.8,3,0,0,0,0,0
23.2,61.8,46,52,13,20,3,0,0,0,0,0
1345,26.7,1500,10,47,2,2,1,0,0,0,0
2252,35.5,626,36,74,4,2,1,1,1,0,1
1623,27.6,190,3,90,5,2,1,1,1,0,1
26.9,58.5,67,40,27,36.4,3,0,0,0,0,0
31.2,55.6,67,31,12,9.1,3,0,0,0,0,0
34.8,48.7,94,33,39,12.5,3,0,0,1,0,0
42.7,39.4,81,17,50,32.3,2,1,1,1,0,1
2348,31.1,419,7,73,5,2,1,1,0,0,1
309,53.3,133,34,32,5,3,0,1,0,0,1
1013,64.3,293,42,3,1,3,0,0,0,1,1
43.6,26,40,6,83,19.5,2,1,1,1,0,1
31.1,33.1,40,25,63,14.3,2,1,1,1,1,1
1486,88,393,73,4,3,3,0,0,0,0,0
39.8,80.6,74,43,8,13.9,3,0,0,0,0,0
19.1,26.5,68,29,53,20,2,1,0,0,0,0
42.9,26.5,68,30,62,14.7,2,1,1,1,0,1
41.7,87.3,49,66,8,47.1,3,0,0,1,0,0
33.9,77.9,40,32,8,13.4,3,0,0,1,0,0
42.8,36.1,50,16,43,38.3,2,1,0,0,1,0
25.4,34.7,88,15,49,19.8,2,1,0,1,0,0
39.8,45.1,30,61,39,16.4,3,0,0,0,0,0
16,49.8,45,37,22,20,3,0,0,1,0,0
21.4,61.7,30,53,3,38.6,3,0,0,0,1,0
43.9,83.7,60,43,5,7.1,3,0,0,1,0,0
887,82.8,1332,49,30,1,3,0,1,0,0,0
36.6,85,72,58,15,15,3,0,0,0,0,0
23.2,83,30,43,19,34.2,3,0,1,0,0,0
34.2,64.9,94,34,33,20.6,3,0,0,1,0,0
1749,31.8,505,27,55,3,2,1,1,1,1,1
33.1,29.2,40,8,99,12.9,2,1,1,1,0,1
