缂栧彿,鍙戠敓鏃堕棿,鍖哄煙,elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,鏈€澶у皬鏃堕洦寮?mm/h),rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
994,2018/1/3,临潼区骊山,914,29.2,141,80,38,0.9,49.1,0,0,1,1,0,0
995,2022/9/12,长安区太乙宫,1833,45.3,38,81,7,0.9,16,3,0,1,0,0,0
997,2023/9/22,周至县马召,1040,24.3,167,86,14,1,20,0,0,0,0,0,0
998,2012/8/12,周至县板房子,1975,42.9,112,40,4,0.7,25,4,1,1,0,0,0
999,2014/8/21,长安区蒿沟,905,40.9,636,95,10,0.8,34.4,2,0,0,0,0,0
1001,2011/12/22,阎良区关山,690,24.5,158,35,38,1.1,34,2,0,0,0,0,0
1002,2021/1/9,雁塔区电子城,438,21.7,579,41,8,1.2,13.5,1,0,0,0,0,1
1003,2017/6/26,临潼区零口,916,28.5,24,30,19,0.8,41.5,1,0,0,0,0,0
1004,2019/10/30,未央区谭家,794,21.2,113,30,30,0.7,30.6,1,0,1,0,0,0
1006,2020/9/18,鄠邑区蒋村,2286,32.9,1073,95,5,1.2,36,5,1,0,0,0,0
1007,2022/9/29,高陵区耿镇,408,20.9,92,30,30,0.8,15.4,1,0,0,0,0,1
1008,2014/6/20,周至县广济,1230,42.4,115,57,28,0.6,37.8,3,1,0,0,0,0
1009,2018/6/26,鄠邑区玉蝉,1166,40.8,457,42,3,0.7,25.9,4,1,0,0,0,0
1010,2023/7/18,未央区六村堡,904,22.6,1385,42,26,0.7,18.7,1,0,0,0,0,0
1012,2015/9/18,蓝田县汤峪,1091,31.5,253,47,24,0.7,12.1,0,1,1,1,0,0
1013,2023/8/2,长安区子午峪,2391,39.4,435,78,30,1.2,8.2,0,1,1,0,0,0
1014,2020/12/29,蓝田县蓝关,1693,31.8,1369,80,26,0.9,8.6,5,1,0,0,0,0
1015,2011/8/21,周至县板房子,803,32.5,187,90,34,0.7,38.3,5,1,0,1,0,0
1018,2015/8/10,灞桥区白鹿塬,680,21.1,452,46,16,0.7,12.8,1,0,1,0,0,0
1022,2018/6/8,鄠邑区玉蝉,2432,45,824,91,39,1.1,11.7,4,0,0,0,0,0
1023,2017/12/22,临潼区代王,320,43.2,51,50,6,1.2,36.9,2,1,0,1,0,0
1028,2014/9/21,蓝田县汤峪,962,30.2,71,63,5,0.6,15.4,3,0,0,0,0,0
1031,2015/5/17,临潼区骊山,584,50,409,32,10,1.2,17.8,0,1,1,1,0,0
1032,2011/9/17,鄠邑区蒋村,2145,30.9,246,40,12,1.1,13,4,0,1,0,0,0
1035,2014/7/21,周至县广济,1143,28.5,1103,40,8,0.9,6.9,0,1,1,1,0,0
1036,2015/9/11,长安区引镇,1233,45.9,59,60,4,1,17,0,1,1,1,0,0
1039,2015/8/21,蓝田县玉川,913,33.2,212,80,23,0.6,18.9,5,0,1,0,0,0
1040,2019/7/22,鄠邑区祖庵,1807,37.6,812,40,27,0.6,22.9,5,1,0,1,0,0
1041,2016/5/12,长安区子午峪,1429,25.8,244,83,35,1.2,14.2,3,0,1,0,0,0
1042,2010/8/15,未央区未央宫,478,11.3,860,31,13,0.9,11.2,1,0,0,0,0,1
1043,2015/8/31,鄠邑区玉蝉,2022,33.1,294,40,20,1.1,60,0,1,1,0,0,0
1050,2011/8/27,灞桥区狄寨,641,26.8,20,30,11,1,38.5,1,1,1,1,0,0
1051,2012/5/21,灞桥区洪庆,888,23.2,63,30,26,1,21.7,1,1,0,0,0,0
1053,2021/9/21,高陵区鹿苑,689,22.1,16,30,6,1.1,23.1,4,0,1,0,0,1
1054,2018/10/15,蓝田县汤峪,1474,29.9,718,63,26,0.9,18.4,5,1,1,1,0,0
1056,2017/8/9,鄠邑区涝峪,980,36.3,562,44,14,0.9,16,5,1,1,1,0,0
1057,2011/9/11,鄠邑区甘河,1075,22.5,239,74,25,0.6,37.1,5,0,1,0,0,0
1059,2011/6/6,高陵区耿镇,473,10.6,45,65,35,0.8,56.9,4,0,0,0,0,1
1060,2022/6/4,灞桥区席王,532,28.4,135,45,15,0.9,7.4,1,0,0,0,0,0
1061,2017/10/26,鄠邑区玉蝉,2051,42.4,88,74,19,0.7,27.6,3,0,1,0,0,0
1062,2011/7/29,临潼区斜口,706,30.8,56,30,18,0.8,36.4,0,0,1,1,0,0
1063,2022/9/10,临潼区斜口,913,29.9,719,68,17,0.9,5,2,1,1,0,0,1
1065,2014/3/31,灞桥区狄寨,879,10.4,833,48,20,1.2,19.1,1,0,0,0,0,0
1066,2016/8/16,临潼区代王,782,25.1,19,30,34,0.7,33.3,0,0,0,0,0,0
1067,2022/7/15,周至县厚畛子,2110,35.8,18,70,26,0.8,11.8,5,0,0,0,0,0
1068,2015/7/5,鄠邑区涝峪,1900,40.4,974,40,4,0.6,22.2,0,0,1,1,0,0
1069,2010/5/3,周至县王家河,1453,39.3,958,58,36,0.8,10,3,0,0,0,0,0
1070,2011/12/17,蓝田县葛牌,1092,36.5,132,53,35,0.7,17.1,3,0,1,1,0,0
1072,2011/9/15,周至县王家河,1979,31.3,614,72,6,1,53.8,5,1,0,1,0,0
1074,2020/8/7,灞桥区席王,627,17.5,1416,59,2,1,24,1,0,0,0,0,0
1075,2013/6/6,阎良区关山,638,20.9,1290,30,19,1,10.2,1,1,0,0,0,0
1076,2011/10/4,长安区蒿沟,1596,32.9,58,40,35,0.9,13.8,2,0,1,0,0,0
1077,2012/2/1,蓝田县汤峪,2065,42,870,69,35,0.7,22.8,2,1,0,0,0,0
1078,2019/9/21,鄠邑区甘河,1976,41,72,79,26,0.8,12.5,4,1,1,1,0,0
1079,2013/10/21,蓝田县蓝关,2463,35.6,413,70,12,1.1,22.5,3,0,0,0,0,0
1081,2022/8/7,灞桥区狄寨,405,22.3,596,71,9,1.2,20,1,0,0,0,0,0
1082,2015/9/8,蓝田县九间房,807,20.7,66,68,10,1.2,20.9,2,0,1,1,0,0
1085,2011/5/10,长安区沣峪,1562,40.3,177,76,16,1.2,40,2,0,1,0,0,0
1086,2022/10/12,长安区太乙宫,1641,29.3,441,93,7,1.1,7.7,2,0,0,0,0,0
1087,2021/8/25,灞桥区席王,636,24.6,643,51,30,1.1,12.3,1,1,0,0,0,0
1088,2020/5/5,未央区谭家,800,22.5,612,38,30,0.7,30,1,1,0,1,0,0
1089,2022/10/8,鄠邑区祖庵,1717,32.5,68,50,30,0.9,8.2,5,0,1,1,0,0
1090,2018/7/6,长安区子午峪,1447,29.5,658,95,33,0.9,15.4,0,0,0,0,0,0
1091,2022/10/15,长安区子午峪,2405,45.8,6,51,9,1.2,11.4,3,0,0,0,0,0
1092,2018/9/2,周至县广济,973,50,188,46,31,0.6,40,5,0,1,1,0,0
1094,2018/6/21,未央区六村堡,900,26.8,506,46,18,1.2,19.3,1,1,0,1,0,1
1096,2019/10/28,蓝田县葛牌,2046,36.3,362,52,1,0.8,25,2,0,1,0,0,0
1097,2018/12/4,长安区沣峪,1310,32,87,40,14,1,11.8,0,0,1,0,0,0
1100,2020/8/23,周至县马召,1265,21.6,79,93,11,0.9,9.2,5,0,0,0,0,1
1101,2017/8/3,高陵区耿镇,657,26.4,335,61,33,0.9,34,4,0,0,0,0,0
1103,2012/10/31,灞桥区白鹿塬,536,27.5,78,30,35,1.2,20,1,0,1,1,0,0
1104,2013/9/8,周至县厚畛子,1115,26.1,87,57,28,1.1,11,4,0,1,0,0,0
1109,2023/8/9,未央区未央宫,429,20.2,467,55,18,1.1,21.1,1,0,1,1,0,1
1110,2023/4/15,长安区小峪,905,46.6,192,89,1,1,21.3,0,0,1,1,0,0
1112,2010/5/27,蓝田县玉川,1447,36,688,91,36,0.7,10.7,0,1,0,0,0,0
1113,2014/6/14,周至县板房子,964,30.9,71,86,36,1.1,14.2,4,0,1,0,0,0
1114,2023/10/24,未央区六村堡,616,29.6,836,61,20,1,20,1,0,0,0,0,0
1116,2018/8/2,高陵区鹿苑,817,19.8,8,48,19,0.6,20,1,0,1,0,0,0
1118,2019/9/12,雁塔区电子城,868,18.3,431,34,38,1,14.8,1,1,0,0,0,0
1119,2019/9/14,蓝田县蓝关,2191,29.6,492,77,10,0.8,41.1,3,0,0,0,0,0
1120,2021/7/4,周至县王家河,1036,47.6,859,89,25,0.9,19,4,0,0,0,0,0
1121,2021/6/23,长安区沣峪,2366,38.3,1484,46,8,1.1,23.3,3,1,0,1,0,0
1123,2013/6/1,蓝田县蓝关,2369,20,111,88,6,0.9,13.9,5,0,0,0,0,0
1124,2014/9/26,蓝田县葛牌,2283,34.1,253,56,29,1.1,18.2,5,0,1,0,0,0
1129,2022/9/10,周至县马召,2260,37.6,133,95,23,0.6,17.4,5,1,1,1,0,0
1130,2020/6/25,蓝田县玉川,1905,29.4,892,73,35,0.9,16.3,0,0,0,0,0,0
1132,2017/10/20,临潼区代王,757,36,69,59,16,0.9,15.7,2,1,1,0,0,0
1134,2015/3/19,蓝田县九间房,2324,49.8,594,85,40,0.9,22.1,0,0,1,1,0,0
1138,2019/7/2,长安区沣峪,2488,47.9,537,60,2,0.6,10.2,3,1,1,0,0,0
1139,2018/9/5,蓝田县汤峪,2432,23.8,564,57,12,1.2,20.6,3,0,0,0,0,0
1141,2011/7/15,雁塔区电子城,922,13.9,145,30,20,1.1,12.2,0,1,0,1,0,1
1142,2022/8/17,长安区蒿沟,1700,27.5,941,40,19,0.9,14.8,2,1,1,0,0,0
1143,2010/11/9,未央区未央宫,889,28.5,139,30,12,1.2,14.4,1,0,0,0,0,0
1144,2020/7/28,周至县广济,1079,20.8,117,95,25,1.1,8.3,5,0,0,0,0,0
1148,2012/10/17,长安区太乙宫,983,42.5,147,48,0,0.7,26.9,2,1,1,0,0,0
1150,2022/11/20,鄠邑区蒋村,1370,20,41,55,9,0.8,14.3,3,0,0,0,0,0
1152,2023/5/3,长安区引镇,824,36.3,159,48,8,0.8,16.5,3,1,1,1,0,0
1154,2016/10/7,蓝田县葛牌,975,33.1,642,53,13,0.6,19.4,3,0,0,0,0,0
1155,2012/8/31,周至县王家河,1276,24.5,527,95,33,1.1,9.6,5,0,0,0,0,0
1159,2011/9/26,长安区蒿沟,914,29.7,60,65,35,0.6,24.3,0,0,1,0,0,0
1161,2022/3/29,临潼区零口,992,44.4,1301,80,15,1.1,33.3,2,1,1,0,0,0
1162,2016/11/6,高陵区通远,913,14.7,203,39,30,1,23.7,4,0,1,0,0,0
1163,2011/9/7,临潼区斜口,638,33.8,1227,30,22,1.1,17.1,2,1,1,1,0,0
1165,2015/8/17,灞桥区狄寨,979,16,531,30,0,1,19.4,1,1,0,0,0,0
1167,2017/8/25,长安区子午峪,1037,28.4,173,94,13,0.9,7.8,3,0,0,0,0,0
1174,2013/10/16,临潼区斜口,317,25.6,698,49,40,1.2,12.2,2,1,0,0,0,1
1175,2020/10/15,雁塔区曲江,310,25,75,48,7,1,14.7,0,0,0,0,0,0
1176,2021/8/22,灞桥区白鹿塬,543,10,174,61,38,0.6,14.7,1,1,1,0,0,0
1178,2022/6/9,未央区六村堡,565,25.3,254,80,17,0.7,22.1,1,0,0,0,0,0
1179,2019/9/9,蓝田县蓝关,1009,31.3,61,85,12,0.9,11.5,2,0,1,1,0,0
1181,2015/10/18,临潼区骊山,950,28.8,541,35,0,1,14.6,1,0,0,0,0,0
1182,2016/8/7,灞桥区狄寨,917,22.4,359,59,29,1.1,20.8,1,0,1,0,0,0
1184,2016/6/24,灞桥区白鹿塬,993,25.4,216,55,30,0.7,30,1,0,0,0,0,0
1187,2015/8/19,周至县厚畛子,1585,36,625,54,10,1,19,3,1,0,1,0,0
1192,2019/8/2,蓝田县蓝关,2308,42.5,50,45,10,0.6,18.3,5,1,1,1,0,0
1193,2018/11/2,长安区沣峪,1446,41.4,270,70,25,1,35.3,2,0,0,0,0,0
1194,2016/8/19,长安区小峪,1607,22.1,203,93,37,1.2,21.4,3,0,0,0,0,0
1195,2019/9/25,周至县板房子,1132,42.8,5,42,40,1.1,50,0,1,0,1,0,0
1196,2022/12/2,长安区引镇,2438,40.4,158,40,36,0.6,10.9,2,1,0,0,0,0
1199,2022/9/22,阎良区新兴,927,22.4,31,30,27,0.6,20,4,0,1,0,0,0
1203,2010/10/5,灞桥区狄寨,647,13,554,77,0,1.2,7,1,1,0,0,0,0
1204,2021/5/23,长安区小峪,1844,31.1,646,43,23,0.6,20.7,2,1,0,1,0,0
1211,2014/9/6,灞桥区席王,894,22.8,83,47,28,1,20,1,1,0,1,0,0
1212,2010/10/11,临潼区骊山,410,25.1,423,30,35,0.7,11,2,0,0,0,0,1
1213,2023/6/23,周至县厚畛子,1493,32.7,473,81,35,0.9,15.4,4,0,0,0,0,0
1214,2015/7/21,灞桥区洪庆,590,14.5,595,34,5,0.9,56,1,1,0,0,0,0
1216,2018/6/14,蓝田县汤峪,2236,35.8,113,41,33,1,21.2,0,1,1,0,0,0
1218,2016/8/2,周至县厚畛子,2227,42.1,436,95,30,0.8,30.7,3,0,1,0,0,0
1219,2012/3/7,蓝田县九间房,1568,39.3,4,86,40,1.1,13.8,2,0,0,0,0,0
1221,2018/7/5,未央区谭家,425,20.2,606,53,32,0.6,38,1,0,0,0,0,0
1227,2010/10/29,蓝田县汤峪,2283,29.8,202,40,35,0.7,40,5,0,0,0,0,1
1228,2011/9/13,蓝田县蓝关,1202,44.1,15,92,23,1.1,16.7,5,0,0,0,0,0
1233,2018/9/15,阎良区关山,901,18,531,30,31,0.7,26,2,0,1,0,0,0
1235,2019/9/16,临潼区斜口,479,31.7,10,30,19,1.2,27.1,0,1,0,1,0,1
1237,2015/7/17,周至县马召,1278,29.3,132,69,33,1.2,12,3,1,0,0,0,0
1238,2023/5/1,周至县马召,2271,20,378,86,1,1.1,17.6,0,0,1,1,0,0
1239,2022/7/15,周至县王家河,2488,36.2,115,40,23,1,14.6,5,1,1,1,0,0
1240,2023/6/11,蓝田县葛牌,931,20,546,64,39,1.2,16.7,2,0,1,1,0,0
1241,2018/9/12,高陵区鹿苑,810,12.5,123,30,35,0.7,30.5,1,0,1,1,0,0
1243,2012/8/19,鄠邑区蒋村,992,36.9,44,40,39,0.7,18.2,5,1,1,1,0,0
1249,2023/8/13,长安区沣峪,1025,40.1,185,49,34,0.6,40,3,0,0,0,0,0
1251,2017/7/10,周至县广济,985,20.4,208,95,10,1.1,14.8,3,1,1,1,0,0
1252,2010/6/8,周至县板房子,1846,50,467,72,11,1.2,30.8,4,0,0,0,0,0
1253,2019/9/22,长安区引镇,1107,35.9,126,95,8,0.6,33.3,0,1,0,0,0,0
1255,2017/7/15,周至县厚畛子,1054,44.8,291,95,19,0.7,11.3,4,0,0,0,0,0
1257,2017/5/10,周至县马召,2115,49,103,45,38,0.9,27.7,0,1,1,1,0,0
1258,2021/7/22,未央区未央宫,500,13.2,183,36,34,1,37.5,1,0,0,0,0,0
1261,2016/6/27,灞桥区狄寨,465,21,632,52,11,1,10.4,1,0,0,0,0,0
1262,2019/9/9,周至县王家河,1540,39.8,301,51,37,1,29.2,3,0,0,0,0,0
1263,2022/7/9,长安区子午峪,2159,36.3,41,80,21,0.7,22.2,2,0,0,0,0,0
1266,2022/8/11,蓝田县九间房,2171,20,640,71,31,0.9,24.2,0,0,0,0,0,0
1267,2021/7/6,长安区沣峪,1824,33,168,93,23,1.1,15,2,0,1,0,0,0
1269,2015/7/8,灞桥区狄寨,708,24.6,236,57,37,0.9,35,1,0,1,0,0,0
1270,2018/9/5,临潼区代王,452,39.9,98,68,12,1.2,33.4,1,1,1,1,0,0
1273,2020/8/8,长安区小峪,1384,37.9,10,95,0,1.1,15.1,3,0,1,0,0,0
1274,2012/9/25,未央区六村堡,746,17.8,423,52,19,1.2,32,1,0,0,0,0,0
1276,2020/8/21,临潼区零口,526,44.4,30,46,18,0.8,22.8,0,1,1,1,0,0
1278,2021/8/14,灞桥区洪庆,939,16.5,31,30,28,0.8,16.9,1,0,1,0,0,0
1280,2018/10/29,蓝田县九间房,2266,38.2,613,40,5,0.7,26.3,5,1,1,0,0,0
1282,2011/9/22,雁塔区曲江,539,21.5,21,38,6,0.9,28,0,0,1,0,0,0
1285,2011/8/7,蓝田县汤峪,1086,28.9,571,95,16,0.9,20,5,0,0,0,0,0
1286,2023/12/8,蓝田县蓝关,2163,30.1,15,45,16,1.1,22.2,5,1,1,1,0,0
1287,2021/9/8,周至县马召,2259,20,60,88,30,1.2,8.9,3,0,0,0,0,0
1288,2022/8/5,长安区太乙宫,2253,32,403,93,20,0.8,36.8,3,1,0,0,0,0
1291,2014/2/13,长安区蒿沟,2089,23,13,92,23,1.1,10.3,0,0,0,0,0,0
1292,2021/9/16,灞桥区狄寨,576,10,267,40,9,0.9,5.9,1,1,1,0,0,0
1293,2016/9/13,长安区太乙宫,1620,27.9,875,80,26,0.7,15.4,3,0,0,0,0,0
1298,2018/8/26,蓝田县玉川,2069,36.8,1310,40,27,0.8,14.7,2,1,0,0,0,0
1300,2017/10/4,临潼区零口,604,22.6,9,39,2,1,38.9,0,0,1,0,0,0
1301,2011/9/14,临潼区斜口,507,41.8,693,30,17,1.1,64.8,1,1,1,0,0,1
1302,2011/8/6,蓝田县葛牌,1493,26.3,27,40,27,0.8,67.1,3,0,0,0,0,0
1303,2018/9/11,雁塔区电子城,719,12.1,84,36,4,1.1,16,1,0,0,0,0,0
1304,2019/10/15,鄠邑区蒋村,1495,42.1,234,92,11,0.6,19,3,1,0,1,0,0
1308,2016/9/10,雁塔区杜城,825,19.6,128,45,10,1.2,24,1,1,1,0,0,0
1309,2021/10/4,长安区沣峪,1874,31.8,17,81,26,0.8,35,2,0,0,0,0,0
1310,2020/2/9,鄠邑区蒋村,1804,31.2,1321,84,27,1,44,0,1,1,1,0,0
1311,2018/8/12,未央区未央宫,991,31,11,41,17,0.6,36,1,0,1,0,0,0
1312,2019/9/11,长安区小峪,2093,36.5,1500,68,39,0.9,27.7,3,0,0,0,0,0
1314,2016/7/4,长安区太乙宫,2373,32,118,95,7,0.8,16.5,2,1,0,0,0,0
1315,2010/4/6,蓝田县汤峪,869,28.4,368,40,3,0.6,26.7,0,0,0,0,0,0
1317,2015/5/7,灞桥区狄寨,851,25.6,113,30,25,0.6,56.7,1,1,0,1,0,0
1318,2012/8/8,未央区六村堡,933,13.9,144,41,6,0.8,28.3,1,1,1,1,0,0
1319,2017/8/14,鄠邑区祖庵,903,37.1,357,71,14,0.8,11.4,4,0,0,0,0,0
1325,2012/8/17,周至县板房子,1149,20.6,556,92,21,1.1,11,0,0,1,1,0,0
1326,2011/2/21,灞桥区洪庆,525,14.1,1,30,32,0.9,23.8,1,0,0,0,0,1
1327,2018/9/5,蓝田县蓝关,2033,34.4,39,40,22,1.1,51.7,5,0,1,1,0,0
1330,2022/10/26,灞桥区狄寨,566,20.5,315,30,2,1.2,20,1,1,1,1,0,0
1331,2013/5/9,蓝田县玉川,1664,25.4,273,83,38,1,12.3,3,0,1,1,0,0
1332,2020/7/10,灞桥区狄寨,402,17.7,208,48,23,1.1,34,1,1,0,1,0,0
1333,2020/7/6,周至县板房子,854,33.5,7,95,12,0.6,24.4,3,1,1,1,0,0
1335,2012/6/4,临潼区斜口,732,33.8,119,80,7,1,27.8,0,1,1,1,0,0
1337,2011/10/31,灞桥区白鹿塬,831,16.4,708,35,33,1,5.6,1,1,0,1,0,0
1341,2014/5/18,长安区引镇,2063,35.1,36,63,6,0.6,21.9,2,0,1,0,0,0
1343,2011/12/29,蓝田县蓝关,2117,39.2,918,76,25,1.2,31.2,3,0,1,1,0,0
1344,2015/8/16,鄠邑区涝峪,937,39.1,76,59,35,1,16.1,4,0,1,0,0,0
1347,2019/7/28,蓝田县葛牌,1787,20.7,117,63,35,1,5,3,0,0,0,0,0
1351,2012/3/26,临潼区斜口,606,25.1,51,46,11,0.6,53.8,1,0,1,0,0,0
1352,2021/12/27,临潼区斜口,322,41.3,289,36,40,0.6,17.7,2,1,1,1,0,1
1353,2010/10/29,蓝田县汤峪,906,45.5,203,95,23,1.1,14.7,2,0,1,0,0,0
1354,2015/9/22,灞桥区白鹿塬,621,18.1,103,30,17,1.1,8,1,1,0,1,0,0
1356,2010/7/16,临潼区斜口,335,37.1,141,52,27,0.9,8.4,1,1,1,1,0,0
1357,2022/8/12,蓝田县玉川,826,22.7,61,86,37,1.2,8.8,5,0,0,0,0,0
1358,2022/12/11,长安区蒿沟,2069,36,554,40,23,0.8,27.1,3,1,1,0,0,0
1360,2014/9/17,周至县厚畛子,840,36.1,83,40,0,0.9,11.9,3,1,1,0,0,0
1361,2020/8/30,长安区太乙宫,2263,21.2,148,92,15,1,40,0,0,0,0,0,0
1362,2022/8/9,鄠邑区蒋村,1904,35.8,13,67,5,0.8,26.2,0,0,0,0,0,1
1363,2016/6/23,长安区小峪,1736,50,21,74,14,0.6,18.5,0,1,0,0,0,1
1364,2012/7/19,鄠邑区蒋村,2021,44.3,709,80,16,1.2,30.9,4,0,1,1,0,0
1365,2015/9/16,鄠邑区祖庵,1051,37.4,168,93,34,0.6,14.9,4,1,1,1,0,0
1368,2010/5/27,蓝田县玉川,2438,33.5,147,71,23,0.6,19.3,5,0,0,0,0,0
1369,2016/5/16,鄠邑区蒋村,1006,30.3,575,92,33,0.8,31.5,3,1,0,1,0,0
1370,2016/8/11,灞桥区白鹿塬,790,15.9,424,35,28,0.8,18.2,1,0,1,0,0,0
1373,2023/4/18,未央区六村堡,432,17.2,949,34,11,1,7.4,1,1,0,0,0,1
1375,2019/7/11,周至县板房子,2241,49.1,11,74,40,1.1,22.2,5,1,1,1,0,0
1376,2023/10/9,阎良区新兴,994,21.1,1148,46,36,0.9,17.9,2,1,0,0,0,0
1378,2021/8/27,临潼区斜口,569,37.3,470,41,25,1.1,5,2,1,1,1,0,0
1379,2021/5/12,灞桥区狄寨,437,12.5,325,30,26,1.1,11.2,1,0,1,1,0,0
1380,2013/10/4,周至县板房子,1748,30.5,507,95,7,0.8,15.3,4,0,0,0,0,0
1382,2021/8/30,蓝田县玉川,2250,44.3,461,83,11,0.7,41.1,5,0,0,0,0,0
1384,2010/5/13,雁塔区电子城,467,17.5,267,39,11,1.1,31.7,0,1,0,1,0,1
1385,2020/1/20,长安区小峪,1373,28.3,116,45,38,0.6,16.3,2,0,0,0,0,0
1386,2018/8/10,长安区子午峪,1103,36.6,252,78,33,0.7,18.4,2,0,1,1,0,1
1387,2011/7/25,雁塔区电子城,989,20.3,311,72,1,0.6,30.9,0,1,0,0,0,0
1388,2016/7/28,周至县王家河,2063,36.9,529,69,24,0.7,22.1,4,0,1,1,0,0
1390,2020/7/4,鄠邑区涝峪,879,29.2,287,40,9,1,14,0,0,1,1,0,0
1394,2015/6/20,蓝田县葛牌,2222,29.5,158,95,35,0.8,27.8,3,0,0,0,0,0
1395,2020/9/4,周至县广济,1625,33.1,100,40,28,1.2,16.7,0,1,1,1,0,0
1397,2016/8/23,灞桥区席王,558,12.3,91,30,39,0.7,30.9,1,0,1,0,0,1
1399,2011/9/10,长安区子午峪,2476,24.2,50,80,23,1.2,21.1,0,0,1,0,0,0
1400,2016/10/31,周至县板房子,2245,50,167,95,15,0.6,12.1,3,0,1,0,0,0
1401,2021/7/10,周至县王家河,2486,41.3,488,40,28,1.2,16,5,0,1,1,0,0
1403,2016/7/20,蓝田县蓝关,2389,24.6,185,80,39,1.2,40,0,0,1,0,0,0
1407,2017/7/10,长安区沣峪,1334,42.3,472,86,11,1.1,6.2,3,0,0,0,0,0
1408,2010/9/22,长安区太乙宫,1101,36.3,180,43,18,0.9,18.4,2,0,1,0,0,0
1412,2014/10/4,临潼区骊山,768,25.8,172,32,8,0.9,6.5,0,1,1,0,0,0
1414,2015/5/19,鄠邑区蒋村,1238,30.2,1262,95,2,1,16,4,0,0,0,0,0
1415,2015/7/14,长安区小峪,2076,40,1379,71,31,0.7,60,3,0,0,0,0,0
1420,2010/6/9,蓝田县蓝关,2211,45.5,28,94,17,1,9.3,3,0,1,0,0,0
1422,2017/6/29,长安区引镇,1828,32.9,98,87,35,0.8,24,2,0,1,1,0,0
1424,2010/7/17,雁塔区杜城,795,20.7,157,30,17,1,22,0,0,0,0,0,1
1429,2016/6/1,灞桥区洪庆,709,23.5,135,40,16,0.8,15,1,0,1,0,0,0
1431,2023/8/27,阎良区新兴,683,27.1,86,38,37,0.8,6.9,2,1,0,0,0,0
1433,2020/7/31,蓝田县汤峪,2196,36.7,128,77,29,0.6,50,5,1,0,0,0,0
1434,2010/9/26,高陵区通远,721,19.9,178,53,28,0.9,5,4,0,0,0,0,0
1435,2022/2/17,灞桥区席王,620,22.8,629,80,26,1,20,1,0,0,0,0,0
1438,2023/8/20,周至县马召,866,38.3,446,90,22,1.2,23.8,5,0,0,0,0,0
1440,2015/8/24,周至县板房子,835,32.8,486,95,12,1.1,35.2,0,0,0,0,0,0
1444,2013/8/1,蓝田县玉川,2413,20,386,95,7,0.6,36.6,2,1,0,0,0,0
1447,2012/7/13,灞桥区白鹿塬,399,15.1,376,42,12,0.6,26,1,1,1,0,0,0
1448,2019/1/14,周至县厚畛子,1221,30.5,68,40,30,1.2,9.3,5,1,0,1,0,0
1450,2023/12/14,灞桥区洪庆,537,19.6,28,34,3,1,35.7,1,1,1,1,0,0
1451,2022/10/29,鄠邑区蒋村,1289,30.8,947,82,27,1.2,7.7,3,0,1,1,0,0
1453,2020/10/10,蓝田县葛牌,2088,45.9,851,81,5,1,16.6,3,1,0,0,0,0
1454,2013/10/15,周至县王家河,1813,46.9,641,88,39,0.9,22.8,5,0,0,0,0,0
1456,2020/7/24,长安区太乙宫,904,38.3,92,87,0,1.2,17.9,2,1,0,0,0,0
1457,2019/8/10,临潼区零口,680,26.7,551,49,13,0.7,16.5,2,0,0,0,0,0
1458,2014/7/11,鄠邑区玉蝉,1542,41.8,661,95,18,1.2,18.8,3,0,0,0,0,0
1459,2013/9/16,鄠邑区祖庵,2448,38.5,116,53,2,1.2,32.9,0,0,1,1,0,0
1460,2021/7/31,长安区太乙宫,1769,34.5,15,57,29,1.1,18,3,1,1,0,0,0
1464,2023/2/17,蓝田县葛牌,2214,38.4,660,78,35,1,13.3,5,0,0,0,0,0
1467,2021/6/20,雁塔区电子城,744,16.4,34,68,39,0.8,30,1,1,0,1,0,0
1468,2023/7/24,灞桥区白鹿塬,889,17.1,437,69,27,0.9,16.3,1,0,1,1,0,0
1469,2022/10/17,周至县王家河,1684,33.4,189,81,35,1,44.7,4,0,1,0,0,0
1470,2014/7/16,高陵区通远,731,17,41,80,21,0.9,17.3,4,0,0,0,0,0
1471,2021/4/18,鄠邑区蒋村,945,48.3,64,47,35,0.6,11.9,4,0,1,1,0,0
1472,2016/9/6,未央区未央宫,842,21.2,1079,71,12,0.9,6.9,1,1,1,1,0,0
1474,2013/7/5,蓝田县葛牌,2024,40.9,291,95,37,0.7,20.5,0,0,1,1,0,0
1476,2010/9/7,高陵区耿镇,536,23.1,68,73,15,0.9,15.7,4,0,0,0,0,1
1478,2021/6/26,蓝田县九间房,1567,34.8,300,94,9,0.9,36.5,0,1,0,1,0,0
1480,2018/7/6,长安区子午峪,1307,27.6,260,92,20,0.8,26.7,0,0,1,0,0,0
1481,2022/9/7,长安区沣峪,1988,40.4,1229,46,12,1,21.4,3,0,0,0,0,0
1482,2021/2/13,周至县板房子,2266,21.1,6,91,37,0.6,17,3,0,1,1,0,0
1483,2020/8/27,蓝田县蓝关,1832,30.7,345,82,3,0.6,27.5,3,1,1,1,0,0
1487,2016/9/17,阎良区武屯,902,24.2,501,80,40,1.2,11.1,1,1,0,0,0,0
1488,2013/8/23,蓝田县玉川,1873,35.7,588,40,38,0.7,32.6,2,1,1,1,0,0
1490,2012/7/17,灞桥区席王,444,22.3,438,30,11,0.8,8.7,1,0,0,0,0,0
